orig_smiles,noisy_smiles,molecular_formula,tries
N=C(N)NCCCC(NC(=O)c1cccc2c(=O)c3ccccc3[nH]c12)C(=O)O,CCC12C3C4ON5OC6ON7C1C1(OC(=CC52)C2C5CC68N6C3C8(C42)C6C51)N7N,C20H21N5O4,1
NC(=O)c1ccc(Nc2ccc3c(c2)/C(=C/Nc2ccc(CN4CCCCC4)cc2)C(=O)NC3=O)cc1,OC1CCC23C4COCCC25N2CC67NC8NN9OCC3C3%10CC%11%12C%13C%14%15C(NC%1335)C3(C2C84C%11%10C96C7%14)C%12C13%15,C29H29N5O3,1
Cn1cc(NC(=O)c2cn(Cc3ccc(Cl)cc3)c(=O)c3ccccc23)cn1,OC1C23C(Cl)C4C56CNC7C8C9N5CC5%10C2C12N1C9%11C7C52C2C83C6C1(N%10O)C42%11,C21H17ClN4O2,1
Cc1cc(OCC(=O)NCCF)cc(C)c1Cc1ccc(O)c(C(C)C)c1,CN1C2OCC34CCC56CCC3C(C2O)(C4C2CC2C5F)C23OC2(C)C3C16,C22H28FNO3,1
Cc1oc(-c2cc(F)ccc2F)nc1CN1CCCN(C(=O)c2ccco2)CC1,FC1C2C3CN4C5NC6=CC7C8CC(F)(C9C(O8)C9C25)C(C2C=CO2)(OC1N74)C63,C21H21F2N3O3,1
Nc1nccc(-c2cc(OC3CCCOC3)c3c(N)n[nH]c3c2)n1,C1=CC2NC34C5C2C26OC37CCN2C2C1NC7N1OC2N4CC6N51,C16H18N6O2,1
CS(=O)(=O)NCc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CC12C3C4C5C6=C7C58N=C5N9C%10C8%11C6C6C8C%11(CO)OC%11(N1CC(NF)[SH]6%10%11C42)C58C739,C22H19FN4O2S,2
C=CCOC(=O)CC(=C)C(=O)OCC=C,OOC12CC(C1)OC1C3=CC3CC(O)C12,C11H14O4,1
[O-]c1c(Cl)cc(Cl)cc1Cl,[O-]C1C(Cl)=C=C2C1C2(Cl)Cl,C6H2Cl3O-,2
N=[11C](N)NCCc1cccc(F)c1,NC12C3=CC4(CNNC1CC4F)C32,C9H12FN3,1
COc1cc(O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O,CC1C(O)C(O)COC(OCO)OC2CC34OC(O)(O2)C25OOC3C3OC(O)CCC(C(C)O)(OC3C(O)C2C1OO)C(O)C45,C26H40O19,1
CCCCCCCCCCCOc1ccc(C(SCCC(=O)O)SCCC(=O)O)cc1,CC1(C)CC2OCCCC(SO)SC3COCCCC4C5C4C5C2(O)C2(CC12)C3CO,C24H38O5S2,2
O=C(O)Cc1ccccc1OCCC1Oc2ccccc2N(CCC2CCCCC2)C1=O,CC1N2C3OCCC4=CC2C25CC67C(O)C2C6C(C)(OC2C6=CCC42C1(C)C65)C7OC3O,C26H31NO5,3
CC1=NN(c2ccc(C)cc2)C(=O)C12Cc1cc(C(F)(F)F)ccc1N1CCC(Cc3ccccc3)CC12,FCC12NC34NC5CCC16C17C(F)C8C9%10OC3(F)C16C9C5C1C2C84CC2C3CC24CN1C12CC3C1C4C7C%102,C31H30F3N3O,1
CC(=O)[C@H]1CC[C@H]2C34C=C[C@]5(C[C@@H](O)CC[C@]5(C)C3=CC[C@]12C)[C@H](C(=O)O)[C@@H]4C(=O)O,CC1OC2C(C)C3CC45C(CC6C78CC7OC67C1C3(O)COCC1CCC8C74O1)C25O,C25H32O6,1
CCOC(=O)Cc1c(Cl)cnn(Cc2cccc3ccccc23)c1=O,CC1C2C3C4C35C3C67C8C(O)C9NC1%10OCOC1C(Cl)C5(N28)C1(C936)C4%107,C19H17ClN2O3,1
O=C(NCCC1CCCCN1S(=O)(=O)c1ccccc1)C(=O)Nc1ccc(F)cc1F,CC1(O)CCC23C4(F)SC5C6CC4C4C7C18OC(NN)C41CC4ON(F)C(OC612)C43C578,C21H23F2N3O4S,1
CCOC(=O)c1ccc(NC(=O)c2ccc3c(c2)CCN3S(=O)(=O)c2ccc(Cl)cc2)cc1,ClC1C2OO[SH]34=CCC56OC7C18OCC1NC23C2CC23C29OCC7(C12)C53C1=C6N2C(C18)C4C29,C24H21ClN2O5S,1
Nc1ncnc2c1ccn2COC(CO)CO,NNC1ONCC23OC24C2=CCC(O)(CN23)C14,C10H14N4O3,2
COC1C[C@@H]2CN(C(=O)c3[nH]nc4c3CCCC4)C[C@@H]2C1,NC1C=CCC2OC34NC5CC(N)C2C32C(O)C(C5C1)C42,C16H23N3O2,1
COC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CCCC1CC23CC4CC56C(NOCC25C(C)C(CO1)C3)C6C4O,C20H31NO3,2
C=CC(=O)N1CCN(C(=O)OC(C)(C)C)c2ccccc21,OC12CONC3CC4C3CC(C41)C1(O)CNC34C(=C23)CC41,C16H20N2O3,2
CNc1cc([C@H]2C[C@@H](NS(=O)(=O)CCOc3ccccc3F)C2)ncn1,C=CC1=C2C3C4C5C6C(O)N7N2C2C6[SH2]26C4(O)N(O)N7C36C1(CC)C5F,C17H21FN4O3S,2
COc1ccccc1C(=O)Nc1nc(-c2ccccc2O)cc(-c2cccc(C(=O)NCCN)c2)c1C#N,NC1COC2C3NC4=CC56C78C9=C%10N%11C%12NC(C3O)C3%13C%14%15CC%16C%10(C2N)C73C4C9%14C5%13C(C(O1)C%11O%12)C%151C8C%1616,C29H25N5O4,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(C)cc1,OCOC1C2=C3CC4CC56C7C8OC(CN4)C5C6C7C(CC2)C3OC18,C20H25NO4,1
COc1c(OC2OC[C@@H](O)[C@H](O)[C@@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](CNC(C)=O)CC2,CC12C3C4=CC56C7CC(OO)CN(C(CC=O)C4)C(C4C(CC5(C1CC3C4O)C6O)S7)C1(O)OC23OOC13,C27H33NO9S,2
CC(C)[C@H](NC(c1cccnc1)c1nnnn1C1CCCCC1)C(=O)O,NC1CC(O)C2C(O)C3C4=C5C67C8CC6C57C(CCN42)N(N)C(C1)N3N8,C18H26N6O2,1
O=C(/C=C/c1cccs1)N1CCC2(CC1)Oc1ccc(Cl)cc1C(=O)C21CC(c2ccc(Cl)cc2)=NO1,ClOC12CC3C4C56N=C7C8C9C3%10[SH3]3C%11C%12C5%13CN3C35C%14C8C8(OC%15C(C(CO1)C%10(Cl)C7%14C98C2)C%156O%13)C%113C%1245,C28H22Cl2N2O4S,1
Cc1cccc(COc2ccc(S(=O)(=O)N3C[C@H](O)CC(C)(C)[C@@H]3C(=O)NO)cc2)c1,O=CC1C(O)C2CC13CCC(OO)OC1N[SH2]45C6C7N(C4CC34COC4)C34C6C13C74C25,C22H28N2O6S,3
COc1ccc2c(c1)C(O)(CCCN(C)C)c1ccccc1S2,C=C1C2OC3C4NC56CC[SH3]7C8C9CC(C238)C45C7(CO)C12CC962,C19H23NO2S,1
O=C(O)c1cccc(COc2cccc(C(F)F)c2)c1,CC1C2OC3CC4C5=C6C7(OC4C2(F)C(O)F)C52C61C372,C15H12F2O3,3
O=C(NCc1ccccc1)c1ccccc1OC1CN(C2CCC2)C1,C1=C2C3CC4C56CCC7CC8CC9%10C1C2C9C5ONC3OC(C8%10)C46N7,C21H24N2O2,1
COC(C)C(=O)N(C)c1ncc(Cl)cc1Cl,ClOC1C2CC34CC5C(Cl)N1C3C4OCN52,C10H12Cl2N2O2,1
CCCS/C(=N/C1CCCCC1)NCc1ccc(Cl)cc1,CCC1C2=C3C(Cl)C(S)NC1C(C1CC4CCCC41)N3C2,C17H25ClN2S,1
Cn1cc(CN2C[C@H]3CCN(C(=O)c4cscn4)C[C@H]3C2)cn1,C1C2C3NC4C5CC36CNN2CC23CC6SC46NC1(C2)ON3C56,C16H21N5OS,1
Cc1nn(-c2ccccc2)nc1C(=O)NN,N=CCC1CC2N3C24N2C5C6NC3(O6)C15N24,C10H11N5O,1
[NH3+][C@@H](CCC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)[O-],N=C1ON2OC34C=C5C13CC54C2CC(O)(CN)OO,C11H13N3O5,1
CC(=O)N1c2ccc(S(=O)(=O)N3CCCC(C(=O)N4CCCC(C)C4)C3)cc2CC1C,CC(C)C12CCC3C4=C5C3C36NC7(NO)C(C4)[SH]54(NC4OC(O3)O1)C1CC(C)C72C6C1,C23H33N3O4S,1
O=C(Nc1cccc2[nH]ncc12)NC1CCOc2cc(OC(F)(F)F)ccc21,NC(COC(O)F)(OCF)C1(F)C2C3NC3C3(N)C45C6C78C9=C%10C6(N27)C31C%104C985,C18H15F3N4O3,2
CC(CNC(=O)c1ccccc1O)/N=C/c1c(O)ccc2ccccc12,C1CC23OC45C6ONC78CC9%10C%11C9C9C7C(OC8C(C24)C52CC%11C932)C6N1%10,C21H20N2O3,1
CCN1CCN(Cc2ccc(NC(=O)Nc3ccccc3Cl)cc2)CC1,CC1CC=NC2CC34C2C2=C5C6N(N2)C3C6(NCC(CCl)C1)C41OCC51,C20H25ClN4O,1
CCCCCCS(=O)(=O)N1Cc2nccnc2C[C@@H]1C(=O)NO,CCC1(S)NOC23CCC45C6CC(C42)N3C5NN(O)C1(O)CO6,C14H22N4O4S,3
Cc1nn(-c2cc(Cl)c(S(=O)(=O)[O-])cc2Cl)c(O)c1N=Nc1ccc(S(=O)(=O)[O-])cc1,CN1N2NC3SC45C2(Cl)OOOC26OC78CC9%10SC2C([O-])(Cl)ON3C(=CC14C79)C5([O-])C86%10,C16H10Cl2N4O7S2-2,1
N=C(N)NCCC[C@H](NC(=O)C(c1ccccc1)c1ccccc1)C(=O)NCc1ccc(O)cc1,CC12CC3C4C5C6C78COC9%10C%11CC%12N%13NC%13C%13CC(C(C71)C9C4(N)C1OC8CC6(O1)C%133C%11)(N%122)N5%10,C27H31N5O3,2
O=C1C(Br)=C(Nc2ccc(Cl)cc2)C(=O)c2[nH]cnc21,ClC1C2=C3C4N3C35C(Br)C1COC16N=C1C24OC61C3N51,C13H7BrClN3O2,1
O=[N+]([O-])c1cccc(-c2cc(CN3c4ccccc4C=Cc4ccccc43)on2)c1,C1=C2C3C45CN6C7NC89C%10COC%11C%12%13C%14C6C6%15OC%12%16OCC2(C1%14C%114N%16C(C%105)C368)C9%13C7%15,C24H17N3O3,2
COc1ccc(/C=C2/c3ccccc3C(=O)N2NC(C)(C)C)cc1,NCC1C2OC34CC5C3CC13CC1CC6=CC4(O3)C53C4NC2C3C614,C20H22N2O2,1
Cc1ccc(CSc2nnc(-c3ccccc3N)c(O)n2)cc1,CC1C2SC34C5N2C26CN7C=CC(CNO2)C72C7C58C(N63)C42C178,C17H16N4OS,1
O=CN1CCN(c2ncnc3c2nnn3Cc2c(F)cccc2Cl)CC1,CC12N3OC45NC36C4C13NC(Cl)C51N4C57CNC8C(F)N3NC2(C45C7)C861,C16H15ClFN7O,1
O=S(=O)(c1ccccc1)N1CCN(c2noc3c(Cl)cccc23)CC1,SC12OC34C5COC16CN1NN7OC8CC1C1C89C(C(C53)C2C176)C49Cl,C17H16ClN3O3S,1
CC(C)(C)C[C@H](N)C(=O)O,CC1CCC(N)OCCO1,C7H15NO2,1
CCn1ccc2cc(S(=O)(=O)N3CCCN(C(=O)Nc4ccccc4OC)CC3)ccc21,NCN1C(CS)C2C3=C4C5C6OCC3NC3=C7C2C2CC76C(OO)C(C(O)NC=C3)(C42)C51,C23H28N4O4S,3
C/C(=N\OS(=O)(=O)O)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,OCC1(O)OOC2OCCC(N(O)OO)C2C(S)OS1,C8H15NO9S2,1
CCNC(=S)NNC(=O)c1cccnc1,CSC1(N)C2NC3C4C35C2C2ONN5C241,C9H12N4OS,1
Oc1ccc(/C=C/c2ccccc2/C=C/c2ccc(O)cc2)cc1,CC12C3CC4OC56CC47C48CC1C51C59C6C6C2CC2(C5O3)C61C24C798,C22H18O2,1
CCS(=O)(=O)c1ncc(Cl)c(C(=O)N(Cc2ccccc2)c2ccc(OC)cc2)n1,CC1C23OC45SC6NC17C1C8C4OC4C9NC4(C(O)C12)C7C(Cl)C1(C(=C31)N9CO6)C85,C21H20ClN3O4S,1
O=C1/C(=C/c2ccc(O)c([N+](=O)[O-])c2)CNC/C1=C\c1ccc(O)c([N+](=O)[O-])c1,OC1C23CC4N5C6(O)NC78N9OCC%10(O2)C2C%11%12CC17C6(O)C(OC9C5%118)(C41OC%121)C23%10,C19H15N3O7,1
COc1cc(CN(C(=O)COc2ccccc2Cl)c2ccccn2)cc(OC)c1OC,OCC12CC3C4CC5C67OOC8NN(Cl)C9%10OC%11%12CC%13(C4CC%119C1(C6%12)C52C%13C3%10)C7C8O,C23H23ClN2O5,1
O=C(Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1)c1ccc(Cl)cc1,ClC12NC34CC5N6CC78C9C%10%11C%12C%13C(OC%101)C7(C598)C%131C5C7C(C7%12N56)C15C%11C3C245,C23H16ClN3O,1
O=C(OCCCc1ccc(F)cc1)C1CCCCN1S(=O)(=O)Cc1ccccc1,C=CN1CC2(C)OC(O)C3C4C5=C=CC5C(F)CC5OC3(C5CS2)C2C(O)C2C41,C22H26FNO4S,1
COC[C@H]1CCCN1c1cc(NC(=O)OC)nc(-n2nc(C)cc2C)n1,CN1N2C3=CCN(O)C45C6CC(NC17CC3CC(OO)N7)C41C2NC15C6,C17H24N6O3,2
COc1ccc2c(c1)[C@]13CCN(CC4CC4)C[C@@]1(C2)Cc1c([nH]c2ccccc12)C3,CC1(O)C2CNC34C5C67CC89CC%10%11C2C2CC6CC6%12CC(C3(N)C8%10)C5%11C9C1C6C2C%1274,C27H30N2O,1
NC(=O)N1CC[C@H](O)[C@@H]1Cc1cccnc1,CC1CN2NCC(N2)C23C(O)=CC24OC1C43,C11H15N3O2,1
CC(C(=O)NC(N)=O)N1CCN(c2cnccn2)CC1,CN1C2=C3C4NN3C3C5CC(C2)OCNNC31C4NO5,C12H18N6O2,1
Nc1cccnc1S(=O)(=O)c1cccc(C(F)(F)F)c1,NC12C(OF)OC34C(S)=CC1C1=C3C3(C(F)C43)C1N2F,C12H9F3N2O2S,1
N=C1NC(=O)/C(=C/c2ccc(-c3cccc(Cl)c3)o2)S1,OC12C3(Cl)CC4C5C6C78OC4(S)NC4(C39C7C149)C81N5C621,C14H9ClN2O2S,1
O=S(=O)(Nc1ccc2c(c1)nc1n2CCN(Cc2ccccc2)C1)c1ccccc1,NCC1C23CC4C5C67OC8N6C6C9C7NC87CC8C%10%11C9C9(N47)C54C5C(CC4%109)(C2%11O3)[SH]6185,C23H22N4O2S,1
Nc1cc(NC2=NCC(O)CN2)cc(C(=O)NCC(=O)N[C@H](CC(=O)O)c2cc(Cl)cc(I)c2O)c1,OC1OC2CCC3CC45N=C6OC1C1N7C4C7(N4C67C6C8(O)NNC(C6(O)OC(NC2)C8Cl)C347)C15I,C22H24ClIN6O6,1
Cc1cc(NCc2cc(C(C)C)on2)nc(N(C)C)n1,CC1C2CC3NNC4C5NCOC(N1C35)C13CC1C2N43,C14H21N5O,3
O=C(COC(=O)COc1cccc(Br)c1)NCc1ccc2c(c1)OCO2,CC1C2C3(O)C4OC(O)C5C16OC17C8ONC4(Br)C84C2(O)C1(C)C41C56C371,C18H16BrNO6,1
CC(C)CC[C@@]1(C2CCNCC2)NC(=O)N(CC2CC2)C1=O,CC1(O)CC2CCC3CC4NC5CC(NCOC31)C4C(C2)N5,C17H29N3O2,1
COc1cc(C(=O)/C=C/c2cccs2)cc(CN2CCN(c3ccc(C(=O)/C=C/c4cccs4)cc3)CC2)c1O,OC1C2C3C4C35CCC3C6C7C89CC%10%11N%12C6%13SCC6C5OOCCC2C25C6C86OC17C21C3[SH3]6C%122NC3(C25C%139)C4%10C%1131,C32H30N2O4S2,1
N#CC1=C(N)OC(c2cccc([N+](=O)[O-])c2)C1(C#N)C#N,ONN1C23OC45C67N8CC9%10OC2n2cc([nH]2)C18C41C95C36C%1071,C13H7N5O3,1
Cc1sc(NC(=O)C2=COCCO2)c(C(N)=O)c1C,C1C2=C3OC4OC35[SH3]3NC56CC1N1OCC(C1O2)C436,C12H14N2O4S,1
CC1(C)CCc2cc(C(C#Cc3ccccc3)N3CCOCC3)ccc2O1,CC12C3C4C5CC67C8CC9C4C5(O)CC9(O)C45C9CCC(C4(NC36)C91)C27C85,C24H27NO2,1
CCC(C)c1cc(C)c2c(c1O)C(NC(=O)CN1CCN(c3ccccc3)CC1)CC2,CC1CC2CN3CCC45C6C7C8C1C41OCN1C5C31C8(C)CC13CNC(CO)C2CC763,C26H35N3O2,1
Cn1nnnc1SCC(=O)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1,OCN1C2C3CNN4C5CC16C1(N3)C2C23SC41NSC(N5O)C2(O)C36O,C14H18N6O4S2,2
N#Cc1ncc(N2C(=O)C3Cc4cc(F)c(C(=O)NC5CCCCC5)cc4CN3C2=S)cc1C(F)(F)F,CC12OCC1C1C3C4C5C6C7=C8SC9C%10%11CC%12%13C(F)C9(C3%10)N(C%11N3C8C(F)N%12C(F)(O7)C(F)NC13N45)C62%13,C25H21F4N5O2S,3
COCn1c(-c2cccc(Br)c2)nc2ccccc21,OC12C3CCC4(CCC45N1C1C46C78CC35C74C186)N2Br,C15H13BrN2O,1
O=C(O)CCN1CCc2ccccc21,CCOC1(N)C2C3=CC45C1C3C4C25O,C11H13NO2,1
O=P1(N(CCCl)CCCl)NC(OO)CCO1,OCC1NC2(CCl)[PH3]C(O)(O)C2C(Cl)N1O,C7H15Cl2N2O4P,2
COc1cc(-c2cc(C(=O)NCc3ccco3)c3ccccc3n2)cc(OC)c1OC,C1=C2C3OC4C3CC35C6CC7NCOOC89OOC4C84C2C73CC2=CC94C6N5C3CC123,C24H22N2O5,2
O=C(c1cccc(F)c1)N1CCC[C@@]2(CCN(C(c3ccccc3)c3ccccc3)C2)C1,CC12C3C45CCC6C7NC89C(F)C7CCC37C3C%10CC1C28C4(CN)C1(OC%101)C7(C1=C5C1)C639,C28H29FN2O,2
CCCn1c(SCc2cccc(OC)c2)nc2c1c(=O)[nH]c(=O)n2C,OC12CC34NCC5C6CCC7C8C1N(NO3)C5C1(C8C72)N2SC6C21O4,C17H20N4O3S,1
COc1cccc(-c2nc3sccn3c2-c2ccnc(NCCNC(=O)c3ccccc3O)n2)c1,CC12CC34SCN5C6NOC78C5C5C19C1OC%10%11C%12C2%13C2C(=NC3(N7%13)N1C%129C54C8C%10(N)O)C6C%111CC21,C25H22N6O3S,2
CCN(CC)CCOc1ccc(OCCN(CC)CC)c2c1C(=O)c1ccccc1C2=O,CC1C2C3C4(O)CCC5CCC6C7CN8C9CC%10OC%11(C)CC9%11C73C(C162)C5(O)N8C%10C4O,C26H34N2O4,1
CC1(OC(=O)Cc2cccnc2)C2CC3CC(C2)CC1C3,CC1CCON2C(C)C3C4=C5C3C1C1C(O)C4C=CC1C52,C18H23NO2,2
NC(=O)[C@H](Cc1ccccc1)NC(=O)C1=CC[C@@H](c2cccc(Cl)c2)N(S(=O)(=O)c2ccc(Br)cc2)[C@H]1c1cccc(Cl)c1,NOC12C3CC4C56CC37N3C8(Br)C(O5)C5C9CC%10%11OC%12OC51C1CC75C7C%10C%10C1CC1N%13C%14C6C4(C%1078)C%134C%11(C35C92Cl)C1%14[SH2]%124Cl,C33H28BrCl2N3O4S,1
C=C(C)[C@H]1CC[C@]2(C)[C@@H]1CC[C@]1(C)C/C=C(\C(=O)[O-])CC/C=C(\C)CC[C@H]12,CCOC(C)C12CC3CC(CCC[O-])C1C1CC=CC4C5CC2CC3C1C45,C25H37O2-,1
CC=COC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O,OCC([PH4])OC1OC2COC(O)CC1C(CO)C1(O)CNC21,C13H26NO7P,3
Cc1ccc2oc(-c3cc(NC(=O)c4oc5ccccc5c4C)ccc3Cl)nc2c1,O=NOC12C3C4C5C6CC17C1C(C68NO8)C68C9C%10C%11(Cl)C2C2%12C(C(C%103%11)C67CC591)C42C%128,C24H17ClN2O3,1
COCC1CN(C(=O)c2cccc(Oc3cc(CN)cc(C(F)(F)F)n3)c2)C1,FCC1OCC(F)CN2CC34C5=C6C(OF)N2NCC12C61C6CC(CC321)C54O6,C19H20F3N3O3,1
O=C1NCCC12CCN(c1c(Cl)cncc1-c1cn[nH]c1)CC2,O=C1C2C3C4CC5C4CCN(Cl)C46CC7(CC28N(NN7)C148)C6N53,C16H18ClN5O,1
Cc1csc(-c2cc(-c3c(C)noc3C)c3n(c2=O)CCCc2ccncc2-3)n1,NC1SC2C3N4C5=C6C7C4C4(N)C8C9C(=C1NCC9C63O)C13C6C8C4(C7C561)C23O,C22H20N4O2S,1
COc1ccc(-c2ccc(NC(=O)c3ccc4cc(OC)ccc4c3)cc2)cc1,CC12C34OC5C16CC1C3C3C78C9C1C31C3(O)CC53C3(O4)C4CC31C1C9(CN7C182)C46,C25H21NO3,1
CC(=O)c1ccc(OCc2cc(C(=O)NC(C)c3cnn(C)c3)no2)cc1,CC1C(O)C2NOC34C5OC6C17C1CC89NC%10=C8NC1C5C3C(C24O)C67N%109,C19H20N4O4,1
Nc1ccc2c(c1)C(=O)c1ccccc1-2,C1=C2C3C4OC5C6=C7C8C25NC18C7(C6)C43,C13H9NO,3
O=C=NCC=1C=CC=CC1CN=C=O,OCC1(CO)C23CN4C56C7=C5C41C62N73,C10H8N2O2,2
Cc1nc(C(=O)N(Cc2cc3ccc(F)cc3nc2N2CCC(O)CC2)CC2CCCO2)cs1,CCC1CC2NNC34C5OC6C1NC1OC78CSCC9%10CC%11%12C3C4C9(C(C7)C5C2%10%11)C68NC%12(F)O1,C25H29FN4O3S,1
C[C@H]1CN(c2ccc(N)cn2)C[C@@H](C)O1,CC(NN)NC1CC23CC45OC(C1C24)C35,C11H17N3O,3
Cc1cc(C)c2sc(N(CCN(C)C)C(=O)c3cc(Cl)sc3Cl)nc2c1,ClC1C2SN3C4=CC56CC5C35C3NCC4(Cl)OCC2N(C6)SC3C2CC125,C18H19Cl2N3OS2,1
CCCCCCCCC(=O)N(C)CCOc1ccc(CC2SC(=O)NC2=O)cc1,CC1=C2CN1C1OCC3(S)C45C6OCC(CCCC(C)O2)(NC1C)OC(C)C4C635,C22H32N2O4S,1
O=[N+]([O-])c1nccn1CCCN1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,CC(C)NC1(O)C(Cl)CC23CC4C5C6C7C8N9N(ON2)C69C45C(Cl)C83N71,C17H21Cl2N5O2,1
NCCNc1ccc2ccccc2n1,C1=CC23CC4CC25CC42N5C2(NC1)N3,C11H13N3,2
COc1c(Cc2cc(Cl)cc(Cl)c2)c(C)nn1CCO,CC12C3OC4=CC5CC(C(Cl)Cl)N(O)CC3C13C4C23N5,C14H16Cl2N2O2,1
COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC4CCC4)nnc23)c1,OCC1C2NC3C45C(O)C6N7C8NC29N2CC7%10C7C2C4C2CC7(O)C5(C2C3%109)C186,C21H22N4O3,1
CCCC[C@@]1(C)C[C@H](COC)[C@](CCCC)(OC)OO1,CCOCCCCOC(C)C1CCCCOOC1CC,C16H32O4,2
O=C(Nc1ccc(Cl)c(Cl)c1)c1cccc(C(F)(F)F)c1,FN1C2C3C45C67CC28C6C2(C(F)(F)C(Cl)C1(Cl)CO7)C34C825,C14H8Cl2F3NO,2
CCOC(=O)/C=c1/s/c(=C\c2c(OC)ccc3ccccc23)c(=O)n1CC(=O)NCC1CCCO1,CCC12OC(C(O)O)C34C(SC)OC5CNC16C1NOC7C8C1C83C13CC48C4C9(OC46C581)C3CC792,C26H28N2O6S,2
Oc1ccc2nc3ccccc3nc2c1,C1=C2C3C4C5C6CC3(O1)C1C37N2N3C45C617,C12H8N2O,1
CC1=C(CN2CC(C(=O)O)C2)CCc2cc(OCCCCc3ccccc3)ccc21,CC(O)C12C3C4CCC5N1C16COC7CC38CC3C72C31C12OCC1C58CCCC6C42,C26H31NO3,1
COc1c(O)cc(O)c2oc3c(O)cccc3c(=O)c12,OOC1OC23C=C4C5(O)C1C16C7OC48C(C(CO2)C751)C386,C14H10O6,1
CCC(=O)Nc1cccc(NC(=S)NC(=O)c2ccccc2C)c1,C=CC1CC2N3CC24C2C5C6OCC(SO1)C51CC15N2NC31C6C415,C18H19N3O2S,1
CC(C)OC(=O)CSc1nnc(C2CCCCC2)n1N,CC1=C2CC34CC5(CCC3(C5)N(O)NO1)NN4C=[SH2]2C,C13H22N4O2S,2
COc1ccc(S(=O)(=O)n2ccc3ccnc(-c4ccccc4)c32)cc1,OC1C=C2OC34C5C6C7C28C=C2C39CC3%10C9N9OCC8C4(C3[SH2]175)C%101N6C291,C20H16N2O3S,1
NC(CCS(=O)(=O)O)CSSCC(N)CCS(=O)(=O)O,CC1NOSC=NCC(OCO)OC(COS)[SH2]1(O)S,C8H20N2O6S4,3
O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)N1Cc2ccncc2C1,NC1OC2OC34C5CC36C5OC3=[SH]5=C7C8C9C(F)C(F)(C32)C2C3C75C25N1CC4(N85)C936,C21H17F2N3O3S,1
Cn1cc(S(=O)(=O)NCC2CCCO2)c(=O)n(C)c1=O,COC1(O)CC2NC34CC5(ON2OON5C3C)C4(S)C1,C11H17N3O5S,1
CS(=O)(=O)NCCOCc1ccc(Cl)cc1Cl,CC(N)C1OC(Cl)C2OC34C=S(CCl)(=C23)C14O,C10H13Cl2NO3S,3
Cc1cc(C)n(C[C@H](C)N(C)CCc2scnc2C)n1,NNC1CC2CCC3(C=C4NCC5C3[SH2]3(C1)C4=CN53)C2,C15H24N4S,1
Cn1c(C(=O)N2CCC(C(=O)NCc3ccccc3)CC2)cc2sccc21,OC1C2C3CC4C5C16ONC51C5C37CC3N(C8SN9C6CC81CCC439)C25C7,C21H23N3O2S,1
CCCCCCCCCC(=O)OC(=O)CCCCCCCCC,CCC(O)CCC(CCC(C)O)CC1C=CC(CCO)C(C)C1,C20H38O3,1
CC1=C(CC(=O)NCCOC(=O)/N=c2/c[n+](-c3ccccc3)[n-]o2)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,NC12C3CC45CC6CC78C49C4NOC5(S)C5%10C%11C(F)C%12%13C%14%15C%16CC%17C4OC(C%17N%119)C1(OC(O)(C%165)C%14OO)C%12(C67%13)C21N3C%10C%1581,C31H27FN4O6S,2
CC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,CC1CC23C4=CC5CN2OC2=C6CC7CCCC5CNC(CO)C1(C)C1(O)C27C6(O)C431,C25H32N2O4,1
O=C(Cc1ccc(Cl)cc1)N1CCO[C@]2(CCS(=O)(=O)C2)C1,C=CCN1C(CCS)C2OC(O)OC34OC1C(Cl)C31C2=CC41,C15H18ClNO4S,1
N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)c(Cl)cc1F,FC1(Cl)C2NC3NC4(F)C5NC5C56CC7N2COC42CCC75C31C26,C16H17ClF2N4O,1
Nc1ccc(CNC(=O)N2C(=O)C[C@H]2C(=O)O)cc1,CC1ONC2C3NC45C1N1C6OC7C4(CO3)C75C21O6,C12H13N3O4,5
Fc1ccc(-c2nc(Cl)c(Cc3ccccc3F)c(Cl)n2)nc1,FC1=C2N3C4=C5C6C7C(Cl)C89NCC63C23C(C48)N(C15C9Cl)C73F,C16H9Cl2F2N3,1
